date,position,song,artist,popularity,duration_ms,album_type,total_tracks,release_date,is_explicit,album_cover_url
2023-08-03,42,TULUM,,92.0,209415,album,17,2023-06-29,True,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
2024-10-10,9,Please Please Please,Sabrina Carpenter,86.0,186365,album,12,2024-08-23,True,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
2023-09-21,3,,Taylor Swift,99.0,178426,album,18,2019-08-23,False,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
2024-06-26,1,Please Please Please,,,186365,single,2,2024-06-06,True,https://i.scdn.co/image/ab67616d0000b273de84adf0e48248ea2d769c3e
2023-06-18,35,Die For You,The Weeknd,91.0,260253,album,18,2016-11-24,False,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
2024-08-08,34,,,90.0,240400,album,11,2013-04-19,False,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
2023-07-30,9,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,94.0,109750,single,1,2023-06-23,True,https://i.scdn.co/image/ab67616d0000b2737e8f938c02fac3b564931116
2024-01-20,21,Strangers,Kenya Grace,96.0,172964,single,1,2023-09-01,False,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
2024-08-07,14,Big Dawgs,Hanumankind & Kalmi,,190666,single,1,2024-07-09,True,https://i.scdn.co/image/ab67616d0000b273d9afe5c70c43cb2bd34605ea
2023-12-02,39,,David Kushner,94.0,212953,single,1,2023-04-14,False,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
2024-08-21,10,Beautiful Things,Benson Boone,91.0,180304,album,15,2024-04-05,False,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
2023-08-19,5,,Dua Lipa,97.0,176579,single,1,2023-05-25,False,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
2023-11-09,34,Kill Bill,SZA,92.0,153946,album,23,2022-12-08,False,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
2024-04-09,44,Starboy,The Weeknd,91.0,230453,album,18,2016-11-25,True,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
2023-12-24,30,White Christmas - 1947 Version,Bing Crosby & Fred Astaire,90.0,177480,album,12,1942-01-01,False,https://i.scdn.co/image/ab67616d0000b2735e8ed9b5848e7139dc087c48
2024-06-27,18,Lose Control,,89.0,210688,album,10,2023-09-15,False,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
2023-06-25,12,Cupid - Twin Ver.,FIFTY FIFTY,99.0,174253,single,3,2023-02-24,False,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb
2024-10-22,42,,Chappell Roan,,184841,album,14,2023-09-22,False,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
2024-07-18,50,FE!N (feat. Playboi Carti),Travis Scott,89.0,191700,album,19,2023-07-28,True,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
2023-09-23,9,Slime You Out (feat. SZA),,87.0,310490,single,1,2023-09-15,True,https://i.scdn.co/image/ab67616d0000b2733b2df9103b8b1bad69ec4aa9
2023-10-09,48,Die For You,The Weeknd,89.0,260253,album,18,2016-11-24,False,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
2023-10-08,21,7969 Santa,Drake,71.0,259846,album,23,2023-10-06,True,https://i.scdn.co/image/ab67616d0000b273931aeb0d63b3e45425bd7310
2024-10-14,34,,,87.0,228639,album,13,2024-03-08,False,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4
2024-02-09,20,Houdini,Dua Lipa,95.0,185917,single,1,2023-11-09,False,https://i.scdn.co/image/ab67616d0000b273001d5706fddc72561f6488af
2024-11-13,9,Espresso,Sabrina Carpenter,88.0,175459,album,12,2024-08-23,True,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
2024-02-13,37,PERRO NEGRO,Bad Bunny,96.0,162767,album,22,2023-10-13,True,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
2024-01-10,27,Kill Bill,SZA,92.0,153946,album,23,2022-12-08,False,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
2023-07-06,12,Cupid - Twin Ver.,FIFTY FIFTY,99.0,174253,single,3,2023-02-24,False,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb
2023-09-17,45,Calm Down (with Selena Gomez),Rema,81.0,239317,album,22,2023-04-27,False,https://i.scdn.co/image/ab67616d0000b273963265801aa5c9740ad159b7
2023-12-15,2,Last Christmas - Single Version,Wham!,88.0,265960,album,16,2023-07-07,False,https://i.scdn.co/image/ab67616d0000b2734b68569ae3fdd6fcd0f98615
2024-01-29,9,Igual Que Un Ángel (with Peso Pluma),,93.0,260370,album,14,2024-01-12,False,https://i.scdn.co/image/ab67616d0000b2736b291990c6ae00ab2fe5bfcc
2023-12-29,39,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,83.0,201812,album,7,2023-10-02,True,https://i.scdn.co/image/ab67616d0000b27399583bb32b47e87d55c6064b
2024-04-26,7,Too Sweet,,89.0,251424,album,20,2024-03-22,False,https://i.scdn.co/image/ab67616d0000b2733e1b212546dac35443735241
2023-10-23,42,Lover,Taylor Swift,92.0,221306,album,18,2019-08-23,False,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
2024-07-13,16,,,95.0,179586,album,10,2024-05-17,False,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
2024-02-08,30,Snooze,,93.0,201800,album,23,2022-12-09,True,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
2024-11-10,12,Si Antes Te Hubiera Conocido,KAROL G,93.0,195824,single,1,2024-06-21,False,https://i.scdn.co/image/ab67616d0000b273491678beaffcefac517a699e
2023-11-03,43,Another Love,Tom Odell,92.0,244360,album,15,2013-06-24,True,https://i.scdn.co/image/ab67616d0000b2731917a0f3f4152622a040913f
2023-08-26,49,Fear and Friday's,,42.0,171426,album,16,2023-08-25,False,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
2024-10-12,19,"I Love You, I'm Sorry",Gracie Abrams,89.0,157146,album,13,2024-06-21,True,https://i.scdn.co/image/ab67616d0000b2736e2101520787791370f4a96b
2023-10-31,41,"What Was I Made For? [From The Motion Picture ""Barbie""]",,96.0,222369,single,1,2023-07-13,False,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
2023-11-10,23,,Darell,95.0,199946,album,18,2023-07-28,True,https://i.scdn.co/image/ab67616d0000b273992b4a535535ec4d0f109021
2023-12-18,19,,,92.0,182946,album,15,2011-01-01,False,https://i.scdn.co/image/ab67616d0000b273af0aff7f601df9ed6d2d531d
2024-05-17,21,Down Bad,,,261228,album,16,2024-04-18,True,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
2024-05-04,42,,Travis Scott,93.0,191700,album,19,2023-07-28,True,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
2023-09-03,27,august,Taylor Swift,93.0,261922,album,16,2020-07-24,False,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc
2024-10-04,36,The Night We Met,,89.0,208211,album,14,2015-04-06,False,https://i.scdn.co/image/ab67616d0000b27317875a0610c23d8946454583
2024-02-09,36,Water,,95.0,200255,single,1,2023-07-28,False,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e
2024-01-20,46,Según Quién,Maluma,91.0,142334,album,25,2023-08-25,True,https://i.scdn.co/image/ab67616d0000b273d688b951a19f48941682e026
2023-09-04,46,,Fuerza Regida,92.0,156500,single,1,2023-06-22,True,https://i.scdn.co/image/ab67616d0000b273cfe3eb72c48b93971e53efd9
2024-01-29,11,Stick Season,Noah Kahan,97.0,182346,album,14,2022-10-14,False,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
2024-08-07,33,,Arctic Monkeys,91.0,183956,album,12,2013-09-09,False,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
2023-06-28,17,,Post Malone,88.0,157560,album,17,2019-09-06,False,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02
2023-07-06,29,TQM,Fuerza Regida,96.0,158965,single,1,2023-05-19,True,https://i.scdn.co/image/ab67616d0000b273832ea5d2f8c10f95fc3cc66d
2023-10-27,48,Snooze,SZA,,201800,album,23,2022-12-09,True,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
2024-08-09,21,we can't be friends (wait for your love),Ariana Grande,89.0,228639,album,13,2024-03-08,False,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4
2024-09-02,19,MILLION DOLLAR BABY,,94.0,155151,single,2,2024-04-26,False,https://i.scdn.co/image/ab67616d0000b27301c0cd5da820e6128655854f
2024-05-13,9,,Benson Boone,91.0,180304,album,15,2024-04-05,False,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
2023-07-30,30,Ella Baila Sola,Eslabon Armado,92.0,165671,album,16,2023-04-28,False,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
2024-07-29,49,See You Again (feat. Kali Uchis),"Tyler, The Creator",89.0,180386,album,14,2017-07-21,True,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
2024-07-17,3,Please Please Please,Sabrina Carpenter,98.0,186365,single,2,2024-06-06,True,https://i.scdn.co/image/ab67616d0000b273de84adf0e48248ea2d769c3e
2023-11-10,24,,,95.0,212953,single,1,2023-04-14,False,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
2024-04-04,25,Unwritten,Natasha Bedingfield,92.0,259333,album,14,2004-08-30,False,https://i.scdn.co/image/ab67616d0000b273b337e1ca6629a53c66a3b0d4
2023-05-31,4,Cupid - Twin Ver.,FIFTY FIFTY,98.0,174253,single,3,2023-02-24,False,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb
2024-02-26,23,Gata Only,FloyyMenor & Cris Mj,87.0,222000,single,1,2024-02-02,True,https://i.scdn.co/image/ab67616d0000b2731d0777b3259d0bd618f4a1f6
2024-10-09,38,,Tito Double P,,153928,album,21,2024-08-22,True,https://i.scdn.co/image/ab67616d0000b27347e9618ef7411438f9c9478b
2024-04-18,45,,The Weeknd,91.0,230453,album,18,2016-11-25,True,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
2024-08-18,31,Austin (Boots Stop Workin'),Dasha,91.0,171782,album,8,2024-02-16,True,https://i.scdn.co/image/ab67616d0000b2734ccf88b66e04cfd247f287eb
2024-11-13,33,+57,KAROL G & Feid & DFZM,77.0,298130,single,1,2024-11-08,True,https://i.scdn.co/image/ab67616d0000b27387b21ca2759eef29c30dff00
2023-10-21,16,FINA,Bad Bunny,91.0,216327,album,22,2023-10-13,True,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
2023-12-29,44,fukumean,,90.0,125040,album,15,2023-06-16,True,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
2024-03-04,43,Standing Next to You,Jung Kook,94.0,206019,album,11,2023-11-03,False,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
2024-09-19,33,FE!N (feat. Playboi Carti),Travis Scott,90.0,191700,album,19,2023-07-28,True,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
2023-11-10,16,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,92.0,146436,album,21,2023-10-26,False,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac
2023-09-23,10,bad idea right?,Olivia Rodrigo,91.0,184783,album,12,2023-09-08,True,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
2023-09-08,3,Cruel Summer,Taylor Swift,100.0,178426,album,18,2019-08-23,False,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
2024-07-20,39,Tough,Quavo & Lana Del Rey,88.0,188828,single,1,2024-07-03,False,https://i.scdn.co/image/ab67616d0000b273e1a7ec3a606b52b7328d3e78
2023-08-11,24,LADY GAGA,Peso Pluma,94.0,212878,album,17,2023-06-29,True,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
2023-12-04,26,I Wanna Be Yours,Arctic Monkeys,95.0,183956,album,12,2013-09-09,False,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
2024-11-14,34,,,90.0,190427,single,1,2024-09-05,True,https://i.scdn.co/image/ab67616d0000b273c0db065619ed208515412917
2024-07-30,33,LUNA,Feid,90.0,196800,album,10,2023-12-01,False,https://i.scdn.co/image/ab67616d0000b273f1aad814a40ec7419c234242
2024-01-31,50,Dance The Night - From Barbie The Album,Dua Lipa,,176579,single,1,2023-05-25,False,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
2023-07-15,30,Last Night,Morgan Wallen,,163854,album,36,2023-03-03,True,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
2024-02-29,10,Stick Season,Noah Kahan,98.0,182346,album,14,2022-10-14,False,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
2023-12-06,42,As It Was,Harry Styles,94.0,167303,album,13,2022-05-20,False,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
2023-08-09,24,august,Taylor Swift,91.0,261922,album,16,2020-07-24,False,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc
2024-03-30,43,Training Season,Dua Lipa,91.0,209487,single,4,2024-02-15,False,https://i.scdn.co/image/ab67616d0000b273790260cc86fd7b2678bb204d
2024-08-02,41,HOT TO GO!,Chappell Roan,,184841,album,14,2023-09-22,False,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
2023-09-29,32,Agora Hills,Doja Cat,67.0,265360,album,15,2023-09-20,True,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
2024-07-26,2,,Billie Eilish,99.0,210373,album,10,2024-05-17,False,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
2024-10-03,49,Big Dawgs,Hanumankind & Kalmi,,190666,single,1,2024-07-09,True,https://i.scdn.co/image/ab67616d0000b273d9afe5c70c43cb2bd34605ea
2024-01-01,16,As It Was,Harry Styles,92.0,167303,album,13,2022-05-20,False,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
2024-05-13,20,Down Bad,Taylor Swift,88.0,261228,album,16,2024-04-18,True,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
2023-06-03,9,TQM,Fuerza Regida,90.0,158965,single,1,2023-05-19,True,https://i.scdn.co/image/ab67616d0000b273832ea5d2f8c10f95fc3cc66d
2023-06-19,27,I'm Good (Blue),,,175238,single,2,2022-08-26,True,https://i.scdn.co/image/ab67616d0000b273933c036cd61cd40d3f17a9c4
2023-08-31,48,FE!N (feat. Playboi Carti),Travis Scott,94.0,191700,album,19,2023-07-28,True,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
2023-07-06,23,,Peso Pluma,84.0,209415,album,17,2023-06-29,True,https://i.scdn.co/image/ab67616d0000b273a8eae36188b69461a8ec6508
2023-10-31,29,TOO MUCH,The Kid LAROI & Jung Kook & Central Cee,91.0,203894,single,1,2023-10-19,True,https://i.scdn.co/image/ab67616d0000b273389e41e5096b6112ce0e1008
2024-08-20,41,KEHLANI,Jordan Adetunji,88.0,122360,single,3,2024-06-24,False,https://i.scdn.co/image/ab67616d0000b273f2cd132495d61b0da6a900d2
2023-11-24,15,QLONA,KAROL G,93.0,172797,album,9,2023-08-10,True,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
2024-08-03,50,KEHLANI,Jordan Adetunji,86.0,122360,single,3,2024-06-24,False,https://i.scdn.co/image/ab67616d0000b273f2cd132495d61b0da6a900d2
2024-08-29,33,,Kapo,82.0,172427,single,1,2024-08-15,False,https://i.scdn.co/image/ab67616d0000b27379945367a260e985a4471dc3
2024-01-16,20,,Kenya Grace,96.0,172964,single,1,2023-09-01,False,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
2024-10-31,10,,"Tyler, The Creator",80.0,255915,album,14,2024-10-28,True,https://i.scdn.co/image/ab67616d0000b273232374a6a869e62826f3f1f7
2023-06-27,26,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,221520,album,15,2022-12-02,True,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
2024-03-18,38,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,92.0,227195,album,16,2023-08-25,False,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
2024-03-22,47,intro (end of the world),,,92400,album,13,2024-03-08,True,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4
2024-01-18,45,Dance The Night - From Barbie The Album,Dua Lipa,,176579,single,1,2023-05-25,False,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
2023-12-15,27,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,191466,single,1,2023-08-30,True,https://i.scdn.co/image/ab67616d0000b273c8fd4190e32eed2dfcd00f66
2024-02-08,37,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,94.0,227195,album,16,2023-08-25,False,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
2023-08-29,2,Paint The Town Red,Doja Cat,,231750,single,1,2023-08-04,True,https://i.scdn.co/image/ab67616d0000b2737acee948ecac8380c1b6ce30
2024-03-26,16,Stick Season,Noah Kahan,,182346,album,14,2022-10-14,False,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
2023-05-20,43,I Ain't Worried,OneRepublic,56.0,148120,album,18,2023-02-15,False,https://i.scdn.co/image/ab67616d0000b273fedd3df3fa6f52c42fbb9e08
2024-05-28,12,i like the way you kiss me,Artemas,99.0,142514,single,1,2024-03-19,False,https://i.scdn.co/image/ab67616d0000b273e67611dbbf69a90d0b6cb738
2024-09-10,14,Neva Play (feat. RM of BTS),Megan Thee Stallion & RM,80.0,157173,single,1,2024-09-06,True,https://i.scdn.co/image/ab67616d0000b27397f8107c251479168c7d87db
2023-12-22,11,Snowman,Sia,94.0,165900,album,13,2018-11-01,False,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8
2023-09-07,46,Calm Down (with Selena Gomez),,81.0,239317,album,22,2023-04-27,False,https://i.scdn.co/image/ab67616d0000b273963265801aa5c9740ad159b7
2024-01-19,31,Houdini,Dua Lipa,94.0,185917,single,1,2023-11-09,False,https://i.scdn.co/image/ab67616d0000b273001d5706fddc72561f6488af
2023-05-25,20,,Junior H & Peso Pluma,95.0,187225,single,1,2023-02-10,False,https://i.scdn.co/image/ab67616d0000b27333ed356efed99b158c4267c6
2023-06-29,14,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",,88.0,191254,single,1,2023-06-21,True,https://i.scdn.co/image/ab67616d0000b27395dcc1f2e2a2ad2050f7f41d
2023-11-05,42,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,96.0,222369,single,1,2023-07-13,False,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
2024-06-16,16,BAND4BAND (feat. Lil Baby),Central Cee & Lil Baby,86.0,140733,single,1,2024-05-23,True,https://i.scdn.co/image/ab67616d0000b2737b588bf0555bde606f8b27c7
2024-04-16,31,We Still Don't Trust You,Future & Metro Boomin,80.0,252920,album,25,2024-04-12,True,https://i.scdn.co/image/ab67616d0000b273962afebc072a661242cda591
2023-08-17,25,Rainy Days,V,,179560,single,2,2023-08-11,False,https://i.scdn.co/image/ab67616d0000b2732f1a5b69c2bd76474bca8035
2024-06-18,49,BLUE,Billie Eilish,86.0,343120,album,10,2024-05-17,False,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
2024-06-24,17,Lose Control,Teddy Swims,,210688,album,10,2023-09-15,False,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
2024-10-03,3,Who,Jimin,,170887,album,7,2024-07-19,False,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec
2024-11-07,44,FE!N (feat. Playboi Carti),Travis Scott,89.0,191700,album,19,2023-07-28,True,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
2023-12-13,14,,Sia,,165900,album,13,2018-11-01,False,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8
2023-08-02,48,Creepin' (with The Weeknd & 21 Savage),,95.0,221520,album,15,2022-12-02,True,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
2023-11-18,22,I Wanna Be Yours,Arctic Monkeys,95.0,183956,album,12,2013-09-09,False,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
2024-04-02,33,Seven (feat. Latto) (Explicit Ver.),Jung Kook,,183550,album,11,2023-11-03,True,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
2024-03-12,45,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,93.0,227195,album,16,2023-08-25,False,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
2024-01-29,10,redrum,21 Savage,94.0,270697,album,15,2024-01-12,True,https://i.scdn.co/image/ab67616d0000b273bbdceba2bf1867d4966d0347
2024-07-03,8,,Chappell Roan,93.0,218423,single,1,2024-04-05,False,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7
2023-07-21,15,,Harry Styles,,167303,album,13,2022-05-20,False,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
2024-07-18,47,Renaissance,Eminem,82.0,98152,album,19,2024-07-12,True,https://i.scdn.co/image/ab67616d0000b2731633c43b5695735f7de36487
2024-07-31,21,we can't be friends (wait for your love),,89.0,228639,album,13,2024-03-08,False,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4
2024-09-27,24,I Wanna Be Yours,,91.0,183956,album,12,2013-09-09,False,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
2024-07-06,38,I Don't Wanna Wait,David Guetta & OneRepublic,,149667,single,2,2024-04-05,False,https://i.scdn.co/image/ab67616d0000b2732f479a6c1825c1f29e0a3d49
2023-09-23,8,greedy,,86.0,131872,single,1,2023-09-15,True,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
2023-08-23,46,I KNOW ?,Travis Scott,92.0,211582,album,19,2023-07-28,True,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
2024-11-08,33,,The Weeknd & JENNIE & Lily-Rose Depp,89.0,244684,single,3,2023-06-23,False,https://i.scdn.co/image/ab67616d0000b273b0dd6a5cd1dec96c4119c262
2024-05-05,46,I Wanna Be Yours,Arctic Monkeys,,183956,album,12,2013-09-09,False,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
2023-06-14,28,Angels Like You,Miley Cyrus,93.0,196453,album,15,2020-11-27,False,https://i.scdn.co/image/ab67616d0000b2738cffb7c6c40759eaf8a5a142
2024-02-24,28,The Night We Met,,83.0,208211,album,14,2015-04-07,False,https://i.scdn.co/image/ab67616d0000b2739d2efe43d5b7ebc7cb60ca81
2024-04-15,31,We Still Don't Trust You,Future & Metro Boomin,78.0,252920,album,25,2024-04-12,True,https://i.scdn.co/image/ab67616d0000b273962afebc072a661242cda591
2023-08-10,40,TULUM,Peso Pluma,92.0,209415,album,17,2023-06-29,True,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
2024-06-19,26,Santa,Rvssian,79.0,193038,single,2,2024-04-03,False,https://i.scdn.co/image/ab67616d0000b273edf307a421ee80c9262f8dc8
2024-02-10,7,redrum,21 Savage,96.0,270697,album,15,2024-01-12,True,https://i.scdn.co/image/ab67616d0000b273bbdceba2bf1867d4966d0347
2024-07-20,13,I Had Some Help (Feat. Morgan Wallen),Post Malone & Morgan Wallen,95.0,178205,single,1,2024-05-10,True,https://i.scdn.co/image/ab67616d0000b27397306976e3eb8aad53b754eb
2024-08-25,50,Lie To Girls,Sabrina Carpenter,71.0,202001,album,12,2024-08-23,True,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
2024-10-03,43,Seven (feat. Latto) (Explicit Ver.),Jung Kook,,183550,album,11,2023-11-03,True,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
2024-09-06,34,Cruel Summer,Taylor Swift,92.0,178426,album,18,2019-08-23,False,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
2023-08-02,50,Anti-Hero,Taylor Swift,,200690,album,13,2022-10-21,False,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
2023-08-13,17,WHERE SHE GOES,,,231704,single,1,2023-05-18,True,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
2024-07-31,33,Viva La Vida,,,242373,album,10,2008-05-26,False,https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e
2024-09-13,32,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,90.0,200400,album,12,2000-03-21,False,https://i.scdn.co/image/ab67616d0000b273a6cb8fab778e1efc406a5909
2024-01-24,50,Another Love,Tom Odell,92.0,244360,album,15,2013-06-24,True,https://i.scdn.co/image/ab67616d0000b2731917a0f3f4152622a040913f
2023-09-22,7,,Myke Towers,98.0,197920,album,23,2023-03-23,True,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
2024-10-24,15,Please Please Please,,87.0,186365,album,12,2024-08-23,True,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
2023-09-07,41,Starboy,The Weeknd,92.0,230453,album,18,2016-11-25,True,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
2023-11-09,24,Daylight,David Kushner,95.0,212953,single,1,2023-04-14,False,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
2024-07-08,44,Like That,,90.0,267706,album,17,2024-03-22,True,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
2023-09-29,23,,Carin Leon,85.0,186455,album,18,2023-05-19,False,https://i.scdn.co/image/ab67616d0000b2730e30fcf494fd711ad068d1cd
2023-10-10,50,Primera Cita,Carin Leon,87.0,186455,album,18,2023-05-19,False,https://i.scdn.co/image/ab67616d0000b2730e30fcf494fd711ad068d1cd
2024-01-30,19,Beautiful Things,Benson Boone,89.0,180304,single,1,2024-01-18,False,https://i.scdn.co/image/ab67616d0000b273f2a919d3fa0f2b2593c92d19
2023-10-28,5,MONACO,,97.0,267194,album,22,2023-10-13,True,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
2024-09-29,13,,,92.0,171869,album,12,2024-08-23,False,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
2024-01-10,19,vampire,,95.0,219724,album,12,2023-09-08,True,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
2024-01-16,4,My Love Mine All Mine,Mitski,98.0,137773,album,11,2023-09-15,False,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
