date,position,song,artist,popularity,duration_ms,album_type,total_tracks,release_date,is_explicit,album_cover_url
2023-11-24,29,Prada,cassö & RAYE & D-Block Europe,,132359,single,1,2023-08-11,True,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
2024-04-16,17,LUNA,Feid,94.0,196800,album,10,2023-12-01,False,https://i.scdn.co/image/ab67616d0000b273f1aad814a40ec7419c234242
2024-01-13,12,,Jung Kook,91.0,183550,album,11,2023-11-03,True,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
2024-06-27,2,Espresso,Sabrina Carpenter,97.0,175459,single,1,2024-04-12,True,https://i.scdn.co/image/ab67616d0000b273659cd4673230913b3918e0d5
2024-01-02,28,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,91.0,215466,single,1,2023-06-02,True,https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d
2023-12-23,16,,Taylor Swift,98.0,178426,album,18,2019-08-23,False,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
2023-09-17,36,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,94.0,109750,single,1,2023-06-23,True,https://i.scdn.co/image/ab67616d0000b2737e8f938c02fac3b564931116
2024-06-09,39,Pedro,Jaxomy & Agatino Romero & Raffaella Carrà,,144846,single,1,2024-03-29,False,https://i.scdn.co/image/ab67616d0000b27384464d902b1ebaf62775a6da
2024-05-29,29,Saturn,SZA,93.0,186191,single,5,2024-02-22,False,https://i.scdn.co/image/ab67616d0000b273d70916ee9e40c90380ba5f07
2024-08-03,28,REAL GANGSTA LOVE,Trueno,,145342,album,13,2024-05-23,True,https://i.scdn.co/image/ab67616d0000b27368a450f7bcdc187e20f0ba0a
2023-12-13,15,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,94.0,117146,album,12,1959-01-01,False,https://i.scdn.co/image/ab67616d0000b2736d88028a85c771f37374c8ea
2023-06-28,47,People,Libianca,,184791,single,1,2022-12-06,False,https://i.scdn.co/image/ab67616d0000b273fc342f95f117d48dbdde9735
2024-03-29,33,Unwritten,Natasha Bedingfield,,259333,album,14,2004-08-30,False,https://i.scdn.co/image/ab67616d0000b273b337e1ca6629a53c66a3b0d4
2024-01-03,28,Agora Hills,Doja Cat,83.0,265360,album,15,2023-09-20,True,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
2023-10-14,42,Según Quién,,85.0,142334,album,25,2023-08-25,True,https://i.scdn.co/image/ab67616d0000b273d688b951a19f48941682e026
2023-08-11,41,TULUM,Peso Pluma,92.0,209415,album,17,2023-06-29,True,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
2023-11-22,12,MONACO,,97.0,267194,album,22,2023-10-13,True,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
2024-09-19,30,WILDFLOWER,Billie Eilish,91.0,261466,album,10,2024-05-17,False,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
2024-04-03,19,Stick Season,Noah Kahan,,182346,album,14,2022-10-14,False,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
2024-10-13,1,Die With A Smile,,100.0,251667,single,1,2024-08-16,False,https://i.scdn.co/image/ab67616d0000b27382ea2e9e1858aa012c57cd45
2024-10-22,44,NEL,Fuerza Regida,87.0,149073,album,15,2024-07-25,True,https://i.scdn.co/image/ab67616d0000b273369abe8c52c2c6ec50caa1db
2024-09-08,25,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd & JENNIE & Lily-Rose Depp,91.0,244684,single,3,2023-06-23,False,https://i.scdn.co/image/ab67616d0000b273b0dd6a5cd1dec96c4119c262
2024-06-17,5,Gata Only,FloyyMenor & Cris Mj,,222000,single,1,2024-02-02,True,https://i.scdn.co/image/ab67616d0000b273c4583f3ad76630879a75450a
2024-11-25,33,Please Please Please,,87.0,186365,album,12,2024-08-23,True,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
2024-09-07,31,HOT TO GO!,,92.0,184841,album,14,2023-09-22,False,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
2024-06-12,50,,ILLIT,86.0,160688,single,4,2024-03-25,False,https://i.scdn.co/image/ab67616d0000b273f037c5fb9de6c78726cb8e2c
2023-12-22,32,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,94.0,191466,single,1,2023-08-30,True,https://i.scdn.co/image/ab67616d0000b273c8fd4190e32eed2dfcd00f66
2023-07-22,23,LADY GAGA,Peso Pluma,93.0,212878,album,17,2023-06-29,True,https://i.scdn.co/image/ab67616d0000b273a8eae36188b69461a8ec6508
2024-07-20,15,Lose Control,Teddy Swims,,210688,album,10,2023-09-15,False,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
2023-12-30,29,Kill Bill,SZA,89.0,153946,album,23,2022-12-08,False,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
2023-10-07,3,IDGAF (feat. Yeat),Drake,0.0,260111,album,23,2023-10-06,True,https://i.scdn.co/image/ab67616d0000b273931aeb0d63b3e45425bd7310
2024-11-14,42,we can't be friends (wait for your love),Ariana Grande,86.0,228639,album,13,2024-03-08,False,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4
2023-09-01,34,,Carin Leon,85.0,186455,album,18,2023-05-19,False,https://i.scdn.co/image/ab67616d0000b2730e30fcf494fd711ad068d1cd
2024-07-20,49,La Bachata,Manuel Turizo,86.0,162637,album,15,2023-03-17,False,https://i.scdn.co/image/ab67616d0000b2734dd99565ae6453deab7c26e1
2024-08-19,15,Too Sweet,Hozier,88.0,251424,album,20,2024-03-22,False,https://i.scdn.co/image/ab67616d0000b2733e1b212546dac35443735241
2024-11-09,12,Si Antes Te Hubiera Conocido,,93.0,195824,single,1,2024-06-21,False,https://i.scdn.co/image/ab67616d0000b273491678beaffcefac517a699e
2023-10-27,46,Fruto,Bizarrap & Milo j,91.0,132294,single,5,2023-10-04,False,https://i.scdn.co/image/ab67616d0000b27344fa31a89a1e549f74908a81
2023-11-16,32,,SZA,91.0,153946,album,23,2022-12-08,False,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
2024-04-11,40,Seven (feat. Latto) (Explicit Ver.),,86.0,183550,album,11,2023-11-03,True,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
2024-06-03,46,The Night We Met,Lord Huron,89.0,208211,album,14,2015-04-06,False,https://i.scdn.co/image/ab67616d0000b27317875a0610c23d8946454583
2023-06-10,37,Die For You,,91.0,260253,album,18,2016-11-24,False,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
2024-01-18,5,Lovin On Me,Jack Harlow,99.0,138411,single,1,2023-11-10,True,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
2023-09-13,22,love is embarrassing,Olivia Rodrigo,84.0,154516,album,12,2023-09-08,True,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
2023-07-01,48,BABY HELLO,Rauw Alejandro & Bizarrap,85.0,222461,single,1,2023-06-23,True,https://i.scdn.co/image/ab67616d0000b2730ff08e0346b55268e735a4e9
2024-02-18,35,BELLAKEO,Peso Pluma & Anitta,95.0,197333,single,1,2023-12-07,True,https://i.scdn.co/image/ab67616d0000b2736601556a0f7c0b54ded13c9d
2023-09-18,3,Slime You Out (feat. SZA),Drake & SZA,75.0,310490,single,1,2023-09-15,True,https://i.scdn.co/image/ab67616d0000b2733b2df9103b8b1bad69ec4aa9
2023-09-26,1,Paint The Town Red,,58.0,230480,album,15,2023-09-20,True,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
2024-01-31,42,,Drake,,319191,album,23,2023-10-06,True,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1
2024-09-13,31,MILLION DOLLAR BABY,Tommy Richman,93.0,155151,single,2,2024-04-26,False,https://i.scdn.co/image/ab67616d0000b27301c0cd5da820e6128655854f
2024-06-04,26,"Good Luck, Babe!",,,218423,single,1,2024-04-05,False,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7
2024-10-29,46,,,89.0,159245,album,13,2022-09-16,False,https://i.scdn.co/image/ab67616d0000b273fddfffec51b4580acae727c1
2023-07-26,20,Kill Bill,SZA,94.0,153946,album,23,2022-12-08,False,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
2023-07-04,49,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,94.0,140017,single,2,2023-04-06,False,https://i.scdn.co/image/ab67616d0000b2730b4ef75c3728599aa4104f7a
2024-06-09,44,L’AMOUR DE MA VIE,Billie Eilish,86.0,333986,album,10,2024-05-17,False,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
2023-08-15,34,K-POP,Travis Scott & Bad Bunny & The Weeknd,93.0,185220,single,1,2023-07-21,True,https://i.scdn.co/image/ab67616d0000b273893489768de0c42b4d217b82
2023-08-30,19,Kill Bill,SZA,92.0,153946,album,23,2022-12-08,False,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
2024-03-10,48,,,88.0,183550,album,11,2023-11-03,True,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
2023-05-28,44,Starboy,,93.0,230453,album,18,2016-11-25,True,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
2024-06-19,47,greedy,Tate McRae,87.0,131872,single,1,2023-09-15,True,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
2023-11-11,20,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,89.0,201812,album,7,2023-10-02,True,https://i.scdn.co/image/ab67616d0000b27399583bb32b47e87d55c6064b
2024-01-17,8,redrum,21 Savage,86.0,270697,album,15,2024-01-12,True,https://i.scdn.co/image/ab67616d0000b273bbdceba2bf1867d4966d0347
2024-05-12,25,meet the grahams,Kendrick Lamar,86.0,392138,single,1,2024-05-03,True,https://i.scdn.co/image/ab67616d0000b273ba8b74f6b8523c328be1bdd2
2024-11-06,48,Barbie,MC Tuto & DJ Glenner,83.0,192755,single,1,2024-10-18,False,https://i.scdn.co/image/ab67616d0000b273f412f43fad4c3ffab163287c
2023-10-27,38,,Tom Odell,,244360,album,15,2013-06-24,True,https://i.scdn.co/image/ab67616d0000b2731917a0f3f4152622a040913f
2023-06-02,47,Hey Mor,Ozuna,91.0,196600,album,18,2022-10-07,False,https://i.scdn.co/image/ab67616d0000b273125624f2e04f5a1ccb0dfb45
2024-11-09,16,Please Please Please,Sabrina Carpenter,87.0,186365,album,12,2024-08-23,True,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
2024-08-28,25,Sharpest Tool,Sabrina Carpenter,81.0,218284,album,12,2024-08-23,True,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
2024-01-07,6,My Love Mine All Mine,,98.0,137773,album,11,2023-09-15,False,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
2024-10-15,35,,Tito Double P,87.0,153928,album,21,2024-08-22,True,https://i.scdn.co/image/ab67616d0000b27347e9618ef7411438f9c9478b
2024-06-26,33,,,,233653,album,10,2012-12-05,False,https://i.scdn.co/image/ab67616d0000b27349055dce3554e72e82082980
2024-10-08,31,HOT TO GO!,Chappell Roan,91.0,184841,album,14,2023-09-22,False,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
2024-05-30,43,greedy,Tate McRae,93.0,131872,single,1,2023-09-15,True,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
2024-07-24,32,,Arctic Monkeys,91.0,183956,album,12,2013-09-09,False,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
2023-11-04,41,,The Weeknd,94.0,230453,album,18,2016-11-25,True,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
2024-02-03,14,Igual Que Un Ángel (with Peso Pluma),Kali Uchis,,260370,album,14,2024-01-12,False,https://i.scdn.co/image/ab67616d0000b2736b291990c6ae00ab2fe5bfcc
2024-01-12,13,BELLAKEO,Peso Pluma & Anitta,94.0,197333,single,1,2023-12-07,True,https://i.scdn.co/image/ab67616d0000b2736601556a0f7c0b54ded13c9d
2024-05-16,10,Beautiful Things,,91.0,180304,album,15,2024-04-05,False,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
2024-08-11,23,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd & JENNIE & Lily-Rose Depp,92.0,244684,single,3,2023-06-23,False,https://i.scdn.co/image/ab67616d0000b273b0dd6a5cd1dec96c4119c262
2024-05-26,13,Fortnight (feat. Post Malone),,95.0,228965,album,16,2024-04-18,False,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
2024-08-17,7,"Good Luck, Babe!",Chappell Roan,96.0,218423,UNKNOWN,1,2024-04-05,False,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7
2023-11-04,13,,Mitski,97.0,137773,album,11,2023-09-15,False,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
2024-07-21,21,Cruel Summer,,,178426,album,18,2019-08-23,False,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
2024-01-15,49,The Night We Met,Lord Huron,83.0,208211,album,14,2015-04-07,False,https://i.scdn.co/image/ab67616d0000b2739d2efe43d5b7ebc7cb60ca81
2024-08-17,37,KEHLANI,Jordan Adetunji,,122360,single,3,2024-06-24,False,https://i.scdn.co/image/ab67616d0000b273f2cd132495d61b0da6a900d2
2024-01-29,47,Surround Sound (feat. 21 Savage & Baby Tate),,94.0,229938,album,16,2022-10-31,True,https://i.scdn.co/image/ab67616d0000b273cae6e44dcc84e2035c3ad092
2023-11-21,10,Strangers,Kenya Grace,97.0,172964,single,1,2023-09-01,False,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
2024-02-08,16,Flowers,Miley Cyrus,,200600,album,14,2023-08-18,False,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5
2024-10-23,2,Die With A Smile,,,251667,single,1,2024-08-16,False,https://i.scdn.co/image/ab67616d0000b27382ea2e9e1858aa012c57cd45
2023-08-01,13,,Travis Scott,88.0,222085,album,19,2023-07-28,True,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
2024-06-18,36,LUNA,Feid,87.0,196800,album,10,2023-12-01,False,https://i.scdn.co/image/ab67616d0000b273f1aad814a40ec7419c234242
2024-01-05,19,QLONA,KAROL G,,172797,album,9,2023-08-10,True,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
2023-06-06,22,Anti-Hero,,94.0,200690,album,13,2022-10-21,False,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
2024-10-09,11,Sailor Song,,83.0,211978,single,1,2024-07-26,False,https://i.scdn.co/image/ab67616d0000b273e6065f209e0a01986206bd53
2024-06-17,23,Cruel Summer,,88.0,178426,album,18,2019-08-23,False,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
2023-06-01,32,Dance The Night (From Barbie The Album),Dua Lipa,84.0,176579,single,1,2023-05-25,False,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
2023-11-17,8,,Bad Bunny,97.0,162767,album,22,2023-10-13,True,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
2023-10-26,13,LALA,Myke Towers,98.0,197920,album,23,2023-03-23,True,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
2023-07-22,4,Cruel Summer,Taylor Swift,100.0,178426,album,18,2019-08-23,False,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
2023-09-07,34,Heeriye (feat. Arijit Singh),,88.0,194857,single,1,2023-07-25,False,https://i.scdn.co/image/ab67616d0000b27302ea9d69484ed871c3e34bea
2024-06-28,12,Houdini,Eminem,93.0,227239,single,1,2024-05-31,True,https://i.scdn.co/image/ab67616d0000b273810603c94c9246379604cf1a
2023-05-20,8,As It Was,Harry Styles,92.0,167303,album,13,2022-05-20,False,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
2023-11-14,45,IDGAF (feat. Yeat),Drake,,260111,album,23,2023-10-06,True,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1
2024-11-26,25,,Stromae & Pomme & Arcane,71.0,147973,single,1,2024-11-23,False,https://i.scdn.co/image/ab67616d0000b2732aab4ea84f431ad7d92fecbb
2023-07-08,14,MOJABI GHOST,Tainy,89.0,232131,album,19,2023-06-29,True,https://i.scdn.co/image/ab67616d0000b273de7b9af78fbdda96c5a0635b
2024-07-26,22,LUNCH,Billie Eilish,94.0,179586,album,10,2024-05-17,False,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
2024-08-16,39,REAL GANGSTA LOVE,Trueno,,145342,album,13,2024-05-23,True,https://i.scdn.co/image/ab67616d0000b27368a450f7bcdc187e20f0ba0a
2024-02-06,15,Igual Que Un Ángel (with Peso Pluma),Kali Uchis,95.0,260370,album,14,2024-01-12,False,https://i.scdn.co/image/ab67616d0000b2736b291990c6ae00ab2fe5bfcc
2023-12-02,37,Según Quién,Maluma,,142334,album,25,2023-08-25,True,https://i.scdn.co/image/ab67616d0000b273d688b951a19f48941682e026
2024-10-23,4,Who,Jimin,92.0,170887,album,7,2024-07-19,False,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec
2024-11-21,36,,Rauw Alejandro,77.0,206066,album,18,2024-11-15,False,https://i.scdn.co/image/ab67616d0000b273ed432d7df981360768dd5856
2024-03-22,28,Training Season,Dua Lipa,91.0,209487,single,4,2024-02-15,False,https://i.scdn.co/image/ab67616d0000b273790260cc86fd7b2678bb204d
2024-03-10,45,Popular (with Playboi Carti & Madonna),The Weeknd,85.0,215466,album,36,2024-02-09,True,https://i.scdn.co/image/ab67616d0000b273c87bfeef81a210ddb7f717b5
2023-10-21,49,SEDA,Bad Bunny,88.0,190476,album,22,2023-10-13,True,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
2023-07-07,6,Flowers,Miley Cyrus,,200600,album,13,2023-03-10,False,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
2023-06-30,50,,Stephen Sanchez & Em Beihold,,176440,single,1,2022-04-22,False,https://i.scdn.co/image/ab67616d0000b2732bf0876d42b90a8852ad6244
2023-08-28,24,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,78.0,227195,album,16,2023-08-25,False,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
2023-12-05,29,Agora Hills,Doja Cat,84.0,265360,album,15,2023-09-20,True,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
2023-10-30,39,,The Kid LAROI & Jung Kook & Central Cee,90.0,203894,single,1,2023-10-19,True,https://i.scdn.co/image/ab67616d0000b273389e41e5096b6112ce0e1008
2023-07-05,30,Los del Espacio,LIT killah,94.0,338000,single,1,2023-06-01,False,https://i.scdn.co/image/ab67616d0000b27352a52eac3761e2133bd0f57a
2024-06-30,26,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd & JENNIE & Lily-Rose Depp,90.0,244684,single,3,2023-06-23,False,https://i.scdn.co/image/ab67616d0000b273b0dd6a5cd1dec96c4119c262
2024-02-12,47,,Fuerza Regida,94.0,143327,album,30,2023-10-20,True,https://i.scdn.co/image/ab67616d0000b273ad57982065339f7dc2058efe
2024-05-02,30,Cruel Summer,Taylor Swift,,178426,album,18,2019-08-23,False,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
2024-11-05,47,Cruel Summer,,89.0,178426,album,18,2019-08-23,False,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
2023-10-19,47,One Of Your Girls,Troye Sivan,77.0,181481,album,10,2023-10-13,False,https://i.scdn.co/image/ab67616d0000b27367103283a4eb57578a428252
2024-11-03,14,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)","Tyler, The Creator",84.0,255915,album,14,2024-10-28,True,https://i.scdn.co/image/ab67616d0000b273232374a6a869e62826f3f1f7
2023-12-26,45,Christmas Lights,Coldplay,86.0,242495,single,1,2010-12-01,False,https://i.scdn.co/image/ab67616d0000b2735f30d36db3dd22681531d1da
2024-09-01,28,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd & JENNIE & Lily-Rose Depp,91.0,244684,single,3,2023-06-23,False,https://i.scdn.co/image/ab67616d0000b273b0dd6a5cd1dec96c4119c262
2024-04-21,33,The Prophecy,Taylor Swift,,249807,album,31,2024-04-19,False,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
2024-06-24,40,Riptide,Vance Joy,82.0,204280,album,13,2014-09-08,False,https://i.scdn.co/image/ab67616d0000b273d3ce97395ff522b0d70c1094
2024-10-30,18,Tomorrow,"Tyler, The Creator",,182326,album,14,2024-10-28,True,https://i.scdn.co/image/ab67616d0000b273232374a6a869e62826f3f1f7
2023-05-21,49,People,Libianca,,184791,single,1,2022-12-06,False,https://i.scdn.co/image/ab67616d0000b273fc342f95f117d48dbdde9735
2023-11-16,20,LALA,Myke Towers,96.0,197920,album,23,2023-03-23,True,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
2023-06-05,46,,,82.0,92093,single,1,2023-05-04,False,https://i.scdn.co/image/ab67616d0000b2736b19d46024e623f257363a36
2023-10-05,37,,V,94.0,187026,single,6,2023-09-08,False,https://i.scdn.co/image/ab67616d0000b2738e504c5aedaae49a73ed4963
2024-01-19,34,Si No Estás,iñigo quintero,96.0,184061,single,1,2022-09-23,False,https://i.scdn.co/image/ab67616d0000b2735cb9531348f45311cd6fb8df
2023-07-19,25,Calm Down (with Selena Gomez),Rema,84.0,239317,album,22,2023-04-27,False,https://i.scdn.co/image/ab67616d0000b273963265801aa5c9740ad159b7
2023-08-11,39,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,94.0,221520,album,15,2022-12-02,True,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
2024-01-08,45,,SZA,93.0,201800,album,23,2022-12-09,True,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
2024-03-08,17,,Travis Scott,,191700,album,19,2023-07-28,True,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
2023-05-30,24,Angels Like You,Miley Cyrus,,196453,album,15,2020-11-27,False,https://i.scdn.co/image/ab67616d0000b2738cffb7c6c40759eaf8a5a142
2024-07-26,3,Espresso,Sabrina Carpenter,,175459,single,1,2024-04-12,True,https://i.scdn.co/image/ab67616d0000b273659cd4673230913b3918e0d5
2023-10-09,10,QLONA,,93.0,172797,album,9,2023-08-10,True,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
2023-11-04,18,Yes or No,,0.0,147557,album,11,2023-11-03,False,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
2023-12-28,50,Dance The Night - From Barbie The Album,Dua Lipa,,176579,single,1,2023-05-25,False,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
2024-02-12,26,,,95.0,185917,single,1,2023-11-09,False,https://i.scdn.co/image/ab67616d0000b273001d5706fddc72561f6488af
2024-09-11,44,"I Love You, I'm Sorry",Gracie Abrams,88.0,157146,album,13,2024-06-21,True,https://i.scdn.co/image/ab67616d0000b2736e2101520787791370f4a96b
2024-11-14,40,São Paulo (feat. Anitta),The Weeknd & Anitta,85.0,301623,single,1,2024-10-31,True,https://i.scdn.co/image/ab67616d0000b273935a1712f56a9ee9d51ffd6e
2024-01-25,50,FIRST LOVE,,87.0,169440,single,1,2023-12-07,False,https://i.scdn.co/image/ab67616d0000b273e47439187384e475312992b9
2023-11-03,5,Paint The Town Red,Doja Cat,89.0,230480,album,15,2023-09-20,True,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
2023-12-29,3,Lovin On Me,Jack Harlow,94.0,138411,single,1,2023-11-10,True,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
2024-03-03,31,Seven (feat. Latto) (Explicit Ver.),,89.0,183550,album,11,2023-11-03,True,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
2024-10-23,37,we can't be friends (wait for your love),Ariana Grande,87.0,228639,album,13,2024-03-08,False,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4
2024-01-30,50,,Dua Lipa,93.0,176579,single,1,2023-05-25,False,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
2023-09-01,15,Kill Bill,SZA,92.0,153946,album,23,2022-12-08,False,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
2023-05-25,22,Tattoo,Loreen,92.0,183374,single,1,2023-02-25,False,https://i.scdn.co/image/ab67616d0000b2732b0ba87db609976eee193bd6
2023-06-17,42,,,94.0,184791,single,1,2022-12-06,False,https://i.scdn.co/image/ab67616d0000b273fc342f95f117d48dbdde9735
2024-04-13,48,if u think i'm pretty,Artemas,85.0,128205,album,13,2024-02-09,True,https://i.scdn.co/image/ab67616d0000b273fabe0943f6dd962a792b42a1
2024-04-25,46,Austin,Dasha,91.0,171782,album,8,2024-02-16,True,https://i.scdn.co/image/ab67616d0000b273b345fdf20256c09c8c6f20c4
2024-02-25,49,,Bruno Mars,90.0,220734,album,10,2010-10-05,False,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b
2023-06-23,49,Heat Waves,Glass Animals,,238805,album,16,2020-08-07,False,https://i.scdn.co/image/ab67616d0000b273712701c5e263efc8726b1464
2024-02-11,15,,YG Marley,90.0,263040,single,1,2023-12-27,True,https://i.scdn.co/image/ab67616d0000b273672db804db16b0dd95ecf572
2023-06-18,9,Cupid - Twin Ver.,FIFTY FIFTY,99.0,174253,single,3,2023-02-24,False,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb
2023-06-17,7,Sprinter,Dave & Central Cee,92.0,229133,single,1,2023-06-01,True,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
2023-06-25,19,Los del Espacio,LIT killah,,338000,single,1,2023-06-01,False,https://i.scdn.co/image/ab67616d0000b27352c8b9dffa4fcdb36e30eea2
2024-11-20,48,,LISA,89.0,155757,single,1,2024-10-03,False,https://i.scdn.co/image/ab67616d0000b2735a039ed450d3e9a5caaf7818
2024-02-13,30,Flowers,Miley Cyrus,,200600,album,14,2023-08-18,False,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5
2023-06-19,21,El Cielo,Sky Rompiendo & Feid & Myke Towers,90.0,191320,single,1,2023-06-02,True,https://i.scdn.co/image/ab67616d0000b27306eccb4893fa58ae311c45ea
2023-10-21,39,,Bizarrap & Milo j,89.0,132294,single,5,2023-10-04,False,https://i.scdn.co/image/ab67616d0000b27344fa31a89a1e549f74908a81
2023-08-01,44,Last Night,,89.0,163854,album,36,2023-03-03,True,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
2024-01-04,31,,,92.0,200600,album,14,2023-08-18,False,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5
2024-01-06,34,,,82.0,204280,album,15,2014-09-09,False,https://i.scdn.co/image/ab67616d0000b273a9929deb093a6617d2493b03
